GCF_000025245	0	0	0	0	1944150	1
GCF_000143845	0.000418149847750568	5	0.000418149847750568	5	2051896	0.999788000951315
GCF_000144695	0.000111759170325835	4	0.000111759170325835	4	2469596	1
GCF_000165715	0.00224669455375935	110	3.37961463070135e-05	15	6006602	1
GCF_000178955	0	0	0	0	6237577	1
GCF_000184925	0.000694908691805609	10	0.000694908691805609	10	3561619	0.997622148803676
GCF_000188955	3.79177206763414e-05	1	3.79177206763414e-05	1	4694375	1
GCF_000190595	7.64750117898976e-05	3	7.64750117898976e-05	3	3765936	1
GCF_000190735	0.01139596775655	28	0.00362052762793523	818	4635236	1
GCF_000195395	0	0	0	0	3032269	1
GCF_000212415	7.26539642228317e-05	2	7.26539642228317e-05	2	3055580	1
GCF_000214195	0	0	0	0	5443009	0.999992834845579
GCF_000214235	3.8582515139044e-05	3	2.38844141336939e-05	3	5442880	1
GCF_000214805	0.00013927300227761	9	5.3100128836714e-05	7	5442548	1
GCF_000215085	0.000131571418957425	8	0.000131571418957425	8	3967427	0.0346819134424822
GCF_000233715	0.000163936823361574	3	8.9382639873019e-05	13	4855529	1
GCF_000236665	0	0	0	0	3806980	0.998771729822589
GCF_000237085	0.000131899238782133	3	0.000131899238782133	3	4897678	1
GCF_000242255	5.71673098451543e-05	3	2.85836549225771e-05	4	3603458	1
GCF_000242895	0.00207284572105419	61	0.00207284572105419	61	4815602	1
GCF_000271665	0	0	0	0	5380816	1
GCF_000271905	0.00824761477686556	77	0.00824761477686556	77	4883715	0.887339863198405
GCF_000277715	0.000290778579214695	10	6.46496741424496e-05	22	3449360	1
GCF_000281715	0	0	0	0	4506188	0.999989347981043
GCF_000293885	0	0	0	0	6998154	0.999999857105174
GCF_000299555	0.00101578689935775	35	0.00101578689935775	35	3755709	1
GCF_000306825	0	0	0	0	2579188	1
GCF_000316515	0	0	0	0	3342364	0.997876353383414
GCF_000364165	0	0	0	0	2924599	0.999827326754882
GCF_000364205	0	0	0	0	2237771	0.999988828168745
GCF_000430165	0	0	0	0	4822113	0.838231143574008
GCF_000439735	0	0	0	0	2658504	0.999899567689684
GCF_000442415	0.00103357880067023	7	0.00103357880067023	7	4915929	0.99730307000057
GCF_000444465	0.00262425691804632	14	0.00262425691804632	14	910734	0.999922041074472
GCF_000452585	4.85007173925078e-05	1	4.85007173925078e-05	1	5979293	0.999997324098351
GCF_000466065	0	0	0	0	1719364	0.999999418391282
GCF_000466105	0	0	0	0	1680790	0.999988100996363
GCF_000468915	0	0	0	0	1718982	1
GCF_000478545	4.71499659069477e-05	2	4.71499659069477e-05	2	5514320	1
GCF_000483715	0.00765340821437946	47	0.00765340821437946	47	4712541	0.847507533621458
GCF_000486045	0	0	0	0	4751169	0.999991160139131
GCF_000486365	0.000254774082546803	6	0.000254774082546803	6	4690430	0.99999083239703
GCF_000486815	0	0	0	0	4648875	1
GCF_000487515	0	0	0	0	4805438	0.999760688285463
GCF_000487615	0	0	0	0	4737421	0.999695616647532
GCF_000487775	0	0	0	0	4603793	0.995501372873003
GCF_000508125	0	0	0	0	3894540	1
GCF_000513615	0	0	0	0	2974402	1
GCF_000623055	6.23938423260595e-05	2	6.23938423260595e-05	2	4679949	0.999986110971627
GCF_000623095	0	0	0	0	4685848	0.999841010634575
GCF_000623115	0	0	0	0	4685848	0.999936617662374
GCF_000623135	0	0	0	0	4685848	0.999830980432997
GCF_000623195	0	0	0	0	4679291	1
GCF_000623275	3.20313787928356e-05	1	3.20313787928356e-05	1	4682908	1
GCF_000623295	7.13886023607826e-05	3	7.13886023607826e-05	3	4678618	1
GCF_000623315	9.42380440257219e-05	3	9.42380440257219e-05	3	4711473	1
GCF_000623335	7.18150505964817e-05	3	7.18150505964817e-05	3	4678685	1
GCF_000623355	0.000128462228043753	5	0.000128462228043753	5	4678418	1
GCF_000623375	9.2465947226075e-05	4	9.2465947226075e-05	4	4682805	1
GCF_000623395	4.88705774794989e-05	1	4.88705774794989e-05	1	4685846	1
GCF_000623455	0	0	0	0	4685849	1
GCF_000623475	0	0	0	0	4685847	1
GCF_000623615	5.71934898443142e-05	1	5.71934898443142e-05	1	4685848	1
GCF_000623655	2.66760907960231e-05	1	2.66760907960231e-05	1	4685844	1
GCF_000623675	2.26213105122724e-05	1	2.26213105122724e-05	1	4685847	0.999984634584818
GCF_000623715	0	0	0	0	4685841	1
GCF_000623735	0	0	0	0	4685848	1
GCF_000624055	0	0	0	0	4685846	1
GCF_000624175	0	0	0	0	4685848	0.999859790586464
GCF_000624395	0	0	0	0	4679418	1
GCF_000625855	0	0	0	0	4685659	0.999997652411326
GCF_000626095	0	0	0	0	4685848	1
GCF_000626175	8.89377563063025e-05	3	8.89377563063025e-05	3	4711160	1
GCF_000626275	0	0	0	0	4712309	1
GCF_000626295	4.86988437869246e-05	1	4.86988437869246e-05	1	4681836	1
GCF_000626335	0.000112825141544268	5	0.000112825141544268	5	4679808	1
GCF_000626355	0.000113582988171997	2	0.000113582988171997	2	4683800	1
GCF_000626375	9.67959473053974e-05	3	9.67959473053974e-05	3	4679948	1
GCF_000626695	0.000189933563800285	6	0.000189933563800285	6	4685849	1
GCF_000632815	0	0	0	0	1172721	1
GCF_000632845	0	0	0	0	1148904	1
GCF_000632865	0.017604873862468	34	0.0170627671235205	114	1176890	1
GCF_000632885	0	0	0	0	1176202	1
GCF_000632905	0	0	0	0	1175197	1
GCF_000632925	0	0	0	0	1173884	1
GCF_000632945	0.000272489541085036	3	0.000272489541085036	3	1174357	1
GCF_000632965	0	0	0	0	1170935	1
GCF_000632985	0	0	0	0	884232	1
GCF_000681515	0	0	0	0	2906670	1
GCF_000698715	0	0	0	0	4727567	1
GCF_000725305	0	0	0	0	4718545	1
GCF_000725345	0	0	0	0	5115410	1
GCF_000748245	0	0	0	0	4727569	0.99999978847484
GCF_000748565	0	0	0	0	4774876	1
GCF_000750395	3.37669826016691e-05	2	3.37669826016691e-05	2	4679127	1
GCF_000750415	9.91638182002365e-05	6	9.91638182002365e-05	6	4679126	1
GCF_000750435	9.14847178840012e-05	3	9.14847178840012e-05	3	4678377	0.999991450026366
GCF_000750455	0.000129099248467107	5	0.000129099248467107	5	4678571	0.999985465647524
GCF_000750475	0.000114129047894447	4	0.000114129047894447	4	4678914	0.999994443154971
GCF_000754275	0.000666459186858164	6	0.000316061886502089	14	2271707	0.999996918797098
GCF_000755185	0	0	0	0	2471920	1
GCF_000759575	0	0	0	0	1778451	1
GCF_000767745	0	0	0	0	5999050	0.999928822063493
GCF_000783575	0	0	0	0	4077315	1
GCF_000783775	0.00406191695567591	91	0.00406191695567591	91	4518310	1
GCF_000784015	0	0	0	0	4105573	1
GCF_000798935	0	0	0	0	3250203	0.99999969232691
GCF_000806845	0	0	0	0	4806994	0.9999970875794
GCF_000806925	0	0	0	0	4710941	1
GCF_000807005	0	0	0	0	4705145	1
GCF_000807035	0	0	0	0	4821033	1
GCF_000807055	0	0	0	0	4762858	0.999996850633086
GCF_000807775	0.00346526730286576	9	0.00345489546348263	21	5592065	1
GCF_000807785	0.00363193268174327	2	0.00363193268174327	2	5592064	1
GCF_000828815	0	0	0	0	708439	1
GCF_000830885	0	0	0	0	1362151	1
GCF_000830905	0	0	0	0	1382308	1
GCF_000830925	3.56499764239307e-05	1	3.56499764239307e-05	1	1486677	0.999997309437551
GCF_000833105	0	0	0	0	6485394	1
GCF_000833335	0	0	0	0	1892177	1
GCF_000833355	6.79069578431467e-05	2	1.01593086536991e-05	1	1870206	1
GCF_000833375	0.0209966335041704	155	0	0	1910592	1
GCF_000833455	0.0041583225934371	20	0.00335183900069396	37	2017400	1
GCF_000833495	0	0	0	0	1893733	1
GCF_000833515	0.000321510136808107	4	2.21731128833177e-05	3	1894186	1
GCF_000833535	0	0	0	0	1892789	1
GCF_000834255	1.88615605833326e-05	1	1.88615605833326e-05	1	3605216	1
GCF_000835285	0	0	0	0	1742047	1
GCF_000835305	0	0	0	0	1670781	1
GCF_000875675	0	0	0	0	2328288	1
GCF_000934325	0.000126045162809869	5	7.15329299888123e-05	3	4347648	1
GCF_000934565	0	0	0	0	6143950	1
GCF_000952935	0	0	0	0	1144466	1
GCF_000981485	0.000113623476378175	4	0.000113623476378175	4	4638126	0.999996550330888
GCF_000988345	0	0	0	0	3998282	0.00104950860285072
GCF_000993785	0	0	0	0	5961402	1
GCF_001005985	0.999912273757963	8	0.132815817041439	2238	2918169	0.999941401631845
GCF_001018775	0	0	0	0	2764708	1
GCF_001018805	0	0	0	0	2799899	1
GCF_001019125	0	0	0	0	2820631	0.999977310041618
GCF_001019415	7.7850697931507e-05	2	4.18910898393347e-05	1	2697471	1
GCF_001019435	0.000424178670587222	5	0.000404376717906246	5	2878504	1
GCF_001020955	5.15262374632118e-05	1	5.15262374632118e-05	1	2969361	0.999998989681618
GCF_001029645	0.000419369616314518	11	0.000191234176034525	14	4904981	1
GCF_001042525	0	0	0	0	1862215	1
GCF_001047715	0	0	0	0	2939732	1
GCF_001051545	0	0	0	0	4882712	0.999216010105851
GCF_001051625	0	0	0	0	4881894	1
GCF_001148305	0.00179538344871756	11	0.00129636448411933	135	4793405	1
GCF_001188125	0	0	0	0	4751278	1
GCF_001190805	0	0	0	0	2064722	1
GCF_001190885	0.019707872158911	38	0.010534521490014	616	2147416	1
GCF_001262115	0.00191608627393132	33	0.000253405965840244	12	1898140	1
GCF_001263395	0.999983607094849	2	0.0232997825207917	2	1830060	0.999983607094849
GCF_001276975	2.8891375298157e-05	1	2.8891375298157e-05	1	4949574	0.999986261443914
GCF_001278055	0	0	0	0	3958620	0.999888092314999
GCF_001296095	0.000383324208799761	5	0.000383324208799761	5	3198337	0.999934028215288
GCF_001360555	0.000568837846092674	23	0.000568837846092674	23	4783437	0.999988711053133
GCF_001448705	0	0	0	0	4940239	0.999928141128395
GCF_001465275	0.00107387628974905	29	0.000811220249366984	71	5375852	0.99996577290546
GCF_001484725	0	0	0	0	4352446	1
GCF_001513695	0	0	0	0	2905533	1
GCF_001544705	1.76394642759011e-05	1	0	0	4421903	0.999953187575575
GCF_001548155	0	0	0	0	3726626	1
GCF_001551855	0.000236707875250062	6	0.000236707875250062	6	2864290	0.999998952620387
GCF_001558895	0	0	0	0	3908080	1
GCF_001577385	0	0	0	0	7170504	0.999680636117071
GCF_001590695	0.00228274531219829	9	0.00111679197876229	20	3376636	1
GCF_001593425	0	0	0	0	4004791	1
GCF_001596175	0	0	0	0	3931222	1
GCF_001605405	0.00116765633303378	34	0.00116765633303378	34	4111655	0.99902253495915
GCF_001606195	0.000349768806548634	6	8.72349926285395e-05	11	4826045	0.999971819574828
GCF_001606215	0	0	0	0	5242371	1
GCF_001606235	6.24319973844279e-05	2	1.33489468091704e-05	3	4869298	1
GCF_001606255	7.00960691309154e-05	2	2.90256962316748e-05	1	5064478	1
GCF_001606275	2.41962021641083e-05	1	0	0	5166100	1
GCF_001606295	0	0	0	0	5074222	1
GCF_001606315	8.67301518529319e-05	2	4.74124830129361e-05	1	5188507	1
GCF_001606335	0.00613455804269318	13	0.0023415085338756	330	5146255	1
GCF_001610615	0.00335000157151103	84	0.000221736374041091	6	5217908	1
GCF_001610635	1.57919255884466e-05	1	0	0	4939233	1
GCF_001610655	1.75007255509135e-05	1	0	0	4799801	1
GCF_001610675	9.21036069910952e-05	2	0	0	5330953	1
GCF_001618465	0	0	0	0	3931216	0.999998473757015
GCF_001618505	0	0	0	0	3853452	1
GCF_001618545	0	0	0	0	3931222	1
GCF_001628755	0	0	0	0	4779346	0.999999163065582
GCF_001635895	5.59636549639202e-05	1	5.59636549639202e-05	1	1786874	1
GCF_001639125	0.000604127123210169	3	0.000604127123210169	3	1668523	0.999174719197758
GCF_001660485	0	0	0	0	4373124	1
GCF_001676705	0	0	0	0	5878756	1
GCF_001676745	0	0	0	0	5966919	1
GCF_001677095	1.36958495239057e-05	1	0	0	4891993	1
GCF_001677115	0	0	0	0	3545003	1
GCF_001677135	0.00914101995684091	116	0.00452233737061417	199	5604845	1
GCF_001677155	0.000185617049475328	4	0.000141284836205001	2	5188101	1
GCF_001677175	0	0	0	0	4867257	1
GCF_001677195	0.00929755236118207	19	0.000854019279777713	187	5214168	1
GCF_001677215	0	0	0	0	5331133	1
GCF_001697105	4.52893879789409e-05	2	4.52893879789409e-05	2	2230103	1
GCF_001697125	0.000152951761686413	4	0.000152951761686413	4	2170619	1
GCF_001697265	1.94712510540002e-05	1	1.94712510540002e-05	1	4211337	1
GCF_001697325	0	0	0	0	2173879	1
GCF_001697365	0	0	0	0	2182171	1
GCF_001697405	0	0	0	0	2172699	1
GCF_001697445	0	0	0	0	2172576	1
GCF_001697465	0	0	0	0	2162199	1
GCF_001697505	0	0	0	0	2185468	0.765597534517578
GCF_001697525	0	0	0	0	2173607	1
GCF_001697545	3.22804674580608e-05	1	3.22804674580608e-05	1	2168494	1
GCF_001697565	0	0	0	0	2163399	1
GCF_001697585	3.49367139813971e-05	1	3.49367139813971e-05	1	2175362	1
GCF_001697605	0	0	0	0	2172426	1
GCF_001697625	0.000132426518226349	2	0.000132426518226349	2	2174791	1
GCF_001697645	0.000517961762911636	8	0.000517961762911636	8	2171975	1
GCF_001697685	0	0	0	0	2172888	1
GCF_001697705	2.76752639874244e-05	1	1.4760140793293e-05	2	2168001	1
GCF_001697725	0	0	0	0	2154341	1
GCF_001697745	0	0	0	0	2174042	0.999999080054571
GCF_001697765	0	0	0	0	2173745	1
GCF_001697785	0	0	0	0	2170146	0.999982489657378
GCF_001697805	0	0	0	0	2168308	1
GCF_001697845	2.79743369852837e-05	1	2.79743369852837e-05	1	2180570	1
GCF_001697865	0	0	0	0	2172926	1
GCF_001697885	0	0	0	0	2173115	1
GCF_001697905	7.16469568643985e-05	2	7.16469568643985e-05	2	2177343	1
GCF_001697925	0	0	0	0	2169790	1
GCF_001697945	0	0	0	0	2168191	1
GCF_001697965	0	0	0	0	2173106	1
GCF_001698045	0	0	0	0	2193742	1
GCF_001698065	3.28342526924087e-05	1	3.00595271127685e-05	2	2162376	1
GCF_001698085	0.000107545067817736	2	8.08885980167586e-05	7	2175832	1
GCF_001698105	0	0	0	0	2155494	1
GCF_001698225	0	0	0	0	5701501	0.999820398172341
GCF_001712875	0	0	0	0	576118	1
GCF_001721845	0.00120436245848548	28	0.00116501007600546	72	6683204	1
GCF_001722025	8.68004630954362e-06	1	3.89105524220921e-06	1	6681992	1
GCF_001752745	0	0	0	0	3447085	0.999986945491625
GCF_001752765	0	0	0	0	3408562	1
GCF_001752785	0.00983091510653204	10	0.00983091510653204	10	3447085	1
GCF_001752805	0	0	0	0	3409009	0.999978879492545
GCF_001752825	0.00630591140393196	24	0.00630591140393196	24	3447083	0.999982593993884
GCF_001831555	0	0	0	0	5084052	0.999999803306497
GCF_001831915	0	0	0	0	4879725	0.999998975352095
GCF_001832255	0	0	0	0	5173570	0.999986856271395
GCF_001833225	0	0	0	0	4795558	0.999999374421079
GCF_001833305	0	0	0	0	4754348	1
